# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "-t" "exon" "-g" "gene_id" "-a" "/home/flst8788/Genome-Analysis-1MB462/analysis/03_annotation/braker_chr3_ET/braker.gtf" "-o" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/featurecounts/counts.txt" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_1.sorted.bam" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_2.sorted.bam" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_3.sorted.bam" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_1.sorted.bam" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_2.sorted.bam" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_1.sorted.bam	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_2.sorted.bam	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_3.sorted.bam	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_1.sorted.bam	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_2.sorted.bam	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_3.sorted.bam
g420	contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon	370000;370499;370879;371368;371790;372429;373063;373670;373983;374559;375352;375674;376007;376559;377012;377249;377564;377835;378314;378513;379005;379281	370135;370580;371134;371531;372288;372860;373311;373861;374271;374989;375528;375741;376229;376658;377130;377306;377715;378054;378367;378739;379071;379333	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4248	221	644	596	114	39	188
g421	contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon;contig_127_pilon	379354;379354;379354;379665;379665;379665;380547;380547;380547;381017;381017;381017;381345;381403;381403;381469;381929;381929;381929;382632;382632;382632;384089;384089;384089;384333;384333;384333;384912;384912;384912;385221;385221;385221;385646;385646;385646;386178;386178;386178;386593;386593;386593;386924;386924;386924;387272;387272;387272;387448;387448;387448	379424;379424;379424;379766;379766;379766;380673;380673;380673;381058;381058;381058;381402;381501;381501;381512;382021;382021;382021;382707;382707;382707;384133;384133;384133;384562;384562;384562;385054;385078;385078;385363;385363;385363;385832;385832;385832;386283;386283;386283;386786;386786;386786;387040;387040;387040;387380;387380;387380;387537;387537;387537	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2067	1375	2057	1630	1450	963	1946
g422	contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon	2573;2573;2758;2758;3037;3037;5667;5667;6058;6058;7248;7248;7776;7776;8700;8887;8887;9185;9185;9456;9456;9725;9725;9939;9939;10277;10277;10563;10563;10936;10936	2708;2708;2960;2960;3259;3259;5695;5695;6999;6999;7454;7454;8503;8503;8765;9137;9137;9334;9334;9683;9683;9799;9799;10155;10155;10464;10464;10742;10742;10982;10982	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3870	23	68	57	59	53	23
g423	contig_128_pilon;contig_128_pilon	11093;11416	11364;12019	+;+	876	0	0	0	0	0	0
g424	contig_128_pilon	11756	12019	+	264	0	0	0	0	0	0
g425	contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon	16212;16212;16396;16396;16675;16675;19115;19115;20516;20516;21045;21045;21969;22156;22156;22454;22454;22725;22725;22994;22994;23208;23208;23546;23546;23841;23841;24214;24214	16347;16347;16624;16624;16836;16836;20267;20267;20722;20722;21772;21772;22034;22406;22406;22603;22603;22952;22952;23068;23068;23424;23424;23634;23634;24020;24020;24260;24260	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3918	116	119	148	128	69	115
g426	contig_128_pilon;contig_128_pilon	24377;24700	24648;25234	+;+	807	0	0	1	0	0	0
g427	contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon	30856;30972;32531;32913;33363;33498;33498;33843;33843;33993;33993;34106;34106;35520;35520;36012;36012;36462;36462;36516;36516;37181;37181;37535;37535;37807;37807;38127;38127;38514;38514;38795;38795;39036;39036;39273;39273;39683;39683;40046;40046;40283;40283;40701;40701	30929;31631;32593;32923;33402;33580;33580;33894;33894;34047;34047;34535;34535;35814;35814;36338;36338;36466;36466;36608;36608;37284;37284;37601;37601;37899;37899;38291;38291;38654;38654;38872;38872;39148;39148;39333;39333;39850;39850;40147;40147;40372;40372;40763;40763	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3433	8159	13134	14692	16388	12024	13566
g428	contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon	43715;43833;44142;44611;44996;45275;45686;46123;46325	43722;43910;44482;44726;45157;45340;45816;46190;46395	-;-;-;-;-;-;-;-;-	1041	146	83	102	8	7	57
g429	contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon	47229;48088;48614;48796;49023	47537;48185;48672;48923;49115	+;+;+;+;+	687	189	696	922	211	39	159
g430	contig_128_pilon	49211	49597	+	387	0	0	0	0	0	0
g431	contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon	50175;50591;50891;51291;51595;51893;52083;52837;53311	50351;50657;51174;51458;51741;51969;52732;52954;53377	+;+;+;+;+;+;+;+;+	1755	24	35	75	16	16	47
g432	contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon	54755;54954;55734;56338;56577;56789;57159	54845;55133;55984;56421;56675;56863;57281	+;+;+;+;+;+;+	903	547	648	737	667	744	879
g433	contig_128_pilon;contig_128_pilon;contig_128_pilon	57852;58899;59464	58387;59184;60108	-;-;-	1467	1485	852	1271	487	330	292
g434	contig_128_pilon;contig_128_pilon;contig_128_pilon	67479;67876;68341	67599;68033;68445	+;+;+	384	0	0	0	0	0	0
g435	contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon	69232;69495;69792;70522;71710;72432;72955;73435;73720;74510;74900	69336;69619;69991;70694;71803;72644;73187;73544;74314;74692;74977	-;-;-;-;-;-;-;-;-;-;-	2109	57	60	50	2	6	56
g436	contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon	75073;75264;76026;76183;76365;76542;77171	75078;75825;76059;76252;76417;76648;77262	-;-;-;-;-;-;-	924	9	28	16	2	14	41
g437	contig_128_pilon	77406	77750	+	345	0	0	0	6	0	0
g438	contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon	79942;80324;80475;81026;81408;81676	80062;80425;80698;81107;81412;81684	-;-;-;-;-;-	543	647	2100	2153	2848	5861	4989
g439	contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon	81828;82178;82555;82747	81972;82511;82685;84368	+;+;+;+	2232	44	309	167	101	82	244
g440	contig_128_pilon	86278	88053	-	1776	60	141	101	18	47	70
g441	contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon;contig_128_pilon	88080;88080;88696;88696;90332;90332;92279;92279;92635;92635;96614;96614;96912;96912;97259;97259;97690;97690	88166;88235;88775;88775;92084;92084;92346;92346;92816;92816;96815;96815;97152;97152;97606;97606;97944;97944	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3285	104	343	325	130	135	135
g442	contig_128_pilon;contig_128_pilon;contig_128_pilon	97964;98289;98550	98137;98442;98797	-;-;-	576	0	0	0	0	0	0
g443	contig_129_pilon;contig_129_pilon;contig_129_pilon	4652;5554;6996	4771;6747;9686	-;-;-	4005	0	0	0	0	0	0
g444	contig_129_pilon	10117	10662	-	546	0	0	0	0	0	0
g445	contig_129_pilon;contig_129_pilon	10799;10943	10871;11166	+;+	297	0	0	0	0	0	0
g446	contig_129_pilon;contig_129_pilon;contig_129_pilon	13057;13409;14195	13072;14056;14871	+;+;+	1341	0	0	0	0	0	0
g447	contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon	2165;2165;2730;2730;3127;3127;3654;3654;4315;4315;5127;5127;5753;5753;6259;6259;6639;6639;7172;7172;7967;8129;8399;8499;8825;9177	2345;2345;2971;2971;3249;3249;3923;3923;4878;4878;5399;5399;6037;6037;6379;6379;6808;6808;7270;7266;8022;8195;8410;8517;9010;9188	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2680	1284	941	1142	1424	497	1366
g448	contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon	9221;9794;10110;10472;10721	9313;9952;10197;10562;10727	+;+;+;+;+	438	79	79	43	152	85	184
g449	contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon	11761;12791;13086;13301;13458;13914;14175;14700;16336;16899;17284;17644;18039;18409	12620;12890;13168;13352;13615;14004;14458;15966;16735;16969;17519;17919;18313;18689	-;-;-;-;-;-;-;-;-;-;-;-;-;-	4434	3785	3108	3597	1667	1227	2024
g450	contig_132_pilon	24891	25271	-	381	0	0	0	0	0	0
g451	contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon	33468;33468;33729;33729;34113;34113;34339;34339;34711;37562;38013;38281;38572;38813;39102;39323;39469;39682;39876;40143;40445;40696;40991;41080;41485;41871	33584;33584;33833;33833;34187;34187;34440;34363;34874;37746;38091;38349;38664;38879;39163;39368;39514;39739;39914;40214;40536;40760;41001;41170;41714;41993	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1991	1070	1635	1391	1236	770	1279
g452	contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon	42948;43072;43287;43418;44108;44643;45143;47243;48626;51133;51886;52148;52455;53231;53553	43025;43133;43337;43589;44438;44789;46978;48305;50401;51428;51964;52156;52868;53337;53737	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6606	1301	2444	2326	1416	398	2329
g453	contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon	54637;55251;55643;55881	55053;55537;55682;55976	+;+;+;+	840	1022	49	54	304	609	389
g454	contig_132_pilon;contig_132_pilon	58388;58879	58681;59280	-;-	696	4108	106	208	802	324	353
g455	contig_132_pilon;contig_132_pilon	60449;61048	60850;61338	+;+	693	8450	383	800	4218	3599	3826
g456	contig_132_pilon;contig_132_pilon	64392;64981	64666;64987	-;-	282	6	8	2	100	68	48
g457	contig_132_pilon;contig_132_pilon	65107;65380	65192;65662	-;-	369	4	13	3	90	21	74
g458	contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon	65923;66203;66803;67010	66118;66223;66877;67086	-;-;-;-	369	1	12	7	61	20	33
g459	contig_132_pilon;contig_132_pilon	67494;68437	68291;69057	+;+	1419	23	24	14	45	60	128
g460	contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon	69062;69317;69533;70049;70330;70649;70975;71275;71638;71836;72098;72362;72709;73184;73985;74432;74799;75020;75510;75980;76310;76563;77518;77737;77946;78269;78682;79115;79376;79693	69069;69374;69575;70182;70536;70780;71029;71420;71715;71910;72214;72430;72861;73354;74146;74519;74924;75356;75679;76029;76484;76688;77573;77811;78032;78387;78920;79171;79462;79700	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3408	2473	3440	3546	3210	1493	3702
g461	contig_132_pilon;contig_132_pilon;contig_132_pilon;contig_132_pilon	79780;79920;80632;81640	79797;80237;80994;81642	-;-;-;-	702	181	288	387	457	147	573
g462	contig_132_pilon	81752	82066	+	315	0	0	0	2	0	2
g463	contig_132_pilon	82125	82523	+	399	0	0	0	0	0	0
g464	contig_13_pilon;contig_13_pilon;contig_13_pilon;contig_13_pilon;contig_13_pilon;contig_13_pilon;contig_13_pilon	2245;4822;6295;6906;7196;8022;8140	3252;5062;6805;7035;7405;8080;8322	-;-;-;-;-;-;-	2342	0	0	0	0	0	0
g465	contig_13_pilon;contig_13_pilon;contig_13_pilon	9735;10147;10835	9910;10581;11591	+;+;+	1368	0	0	0	0	0	0
g466	contig_13_pilon;contig_13_pilon;contig_13_pilon;contig_13_pilon;contig_13_pilon;contig_13_pilon	13455;13902;14417;14767;15227;15717	13677;14179;14497;14862;15580;16289	+;+;+;+;+;+	1605	0	0	0	0	0	0
g467	contig_17_pilon	1191	1595	+	405	0	0	0	0	0	0
g468	contig_17_pilon;contig_17_pilon;contig_17_pilon	2107;2877;3373	2418;3065;3468	-;-;-	597	0	0	0	0	0	0
g469	contig_17_pilon	3503	4201	-	699	0	0	0	0	0	0
g470	contig_17_pilon;contig_17_pilon;contig_17_pilon;contig_17_pilon;contig_17_pilon;contig_17_pilon	4690;4981;5865;6148;6645;6851	4887;5486;6048;6358;6706;6991	+;+;+;+;+;+	1302	0	0	0	0	0	0
g471	contig_17_pilon;contig_17_pilon;contig_17_pilon;contig_17_pilon;contig_17_pilon	7034;7402;7854;8146;8393	7266;7569;8005;8249;8587	+;+;+;+;+	852	0	0	0	0	0	0
g472	contig_17_pilon;contig_17_pilon;contig_17_pilon;contig_17_pilon;contig_17_pilon;contig_17_pilon;contig_17_pilon	8876;9120;9356;9848;11392;11604;11936	9003;9250;9492;11349;11488;11681;12067	+;+;+;+;+;+;+	2205	0	0	0	0	0	0
g473	contig_17_pilon;contig_17_pilon;contig_17_pilon;contig_17_pilon;contig_17_pilon;contig_17_pilon;contig_17_pilon;contig_17_pilon;contig_17_pilon;contig_17_pilon;contig_17_pilon;contig_17_pilon;contig_17_pilon;contig_17_pilon	12354;12699;13101;13372;13649;14211;14386;14640;15206;15631;15824;15998;16305;16700	12629;12938;13227;13565;13740;14283;14484;15018;15534;15764;15876;16202;16602;16762	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2562	0	0	0	0	0	0
g474	contig_18_pilon;contig_18_pilon	11201;11542	11403;11701	+;+	363	0	0	0	0	0	0
g475	contig_18_pilon;contig_18_pilon	11743;12212	12109;12573	+;+	729	0	0	0	0	0	0
g476	contig_1_pilon;contig_1_pilon;contig_1_pilon	482;1069;1318	636;1242;1696	-;-;-	708	0	0	0	0	0	0
g477	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1827;2763;4256;4586;6180	2637;4197;4516;4756;6384	-;-;-;-;-	2883	0	0	0	0	0	0
g478	contig_1_pilon	6219	6458	-	240	0	0	0	0	0	0
g479	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	8905;8905;9683;9683;10481;10481;10817;10817;11221;11221;11755;11755;12005;12967;12967;13134;13134;13260;13260;13344;13344;14011;14011;14645;14645;15634;15634;16120;16120;16257;16257;16668;16668;17868;17868;18288;18288;18592;18592;19113;19113;19377;19377;19619;19619;20131;20131;20484;20484;21371;21371;21657;21657;21734;21734;23615;23615	9057;9057;9952;9952;10672;10672;11049;11049;11480;11480;11853;12038;12033;12990;12990;13158;13158;13266;13266;13836;13836;14487;14487;14767;14767;15693;15693;16139;16139;16320;16320;17184;17184;18025;18025;18371;18371;18822;18822;19175;19175;19517;19517;19723;19723;20190;20190;20679;20679;21415;21415;21692;21692;23509;23509;23724;23724	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6207	6331	6194	6166	4113	1622	5664
g480	contig_1_pilon	24106	24714	+	609	0	0	0	0	0	0
g481	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	24736;25197;25695;26174	24909;25647;26011;26569	+;+;+;+	1338	0	0	0	0	0	0
g482	contig_1_pilon;contig_1_pilon	37511;38138	38047;38956	+;+	1356	0	0	0	0	0	0
g483	contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon	343;758;1211;1651;1940;2372	713;1087;1607;1781;2129;2412	-;-;-;-;-;-	1460	0	0	0	0	0	0
g484	contig_20_pilon;contig_20_pilon	3230;3570	3328;3824	+;+	354	0	0	0	0	0	0
g485	contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon	7216;7714;9465;9712;10067;10364;11068	7484;7884;9556;9907;10154;10969;11655	+;+;+;+;+;+;+	2010	0	0	0	0	0	0
g486	contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon	18850;19069;19560;19754;20014;20546;21193;21498	18924;19260;19635;19946;20160;20787;21366;21733	-;-;-;-;-;-;-;-	1335	0	0	0	0	0	0
g487	contig_20_pilon;contig_20_pilon	21796;22256	22005;22480	-;-	435	0	0	0	0	0	0
g488	contig_20_pilon	22728	23090	+	363	0	0	0	0	0	0
g489	contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon	23235;23679;23836;23954	23325;23741;23875;24059	+;+;+;+	300	0	0	0	0	0	0
g490	contig_20_pilon	24259	24654	+	396	0	0	0	0	0	0
g491	contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon	24702;25057;25466;25700;26624;26837;27170;27630;28161;29007	24907;25252;25617;26417;26774;26980;27398;28117;28964;29110	+;+;+;+;+;+;+;+;+;+	3192	0	0	0	0	0	0
g492	contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon;contig_20_pilon	29967;30485;30706;31136;31402;31687;32064;32890;33262;33535;33936	30330;30602;30901;31196;31496;31922;32724;33165;33425;33837;34203	+;+;+;+;+;+;+;+;+;+;+	2742	0	0	0	0	0	0
g493	contig_21_pilon	4164	4430	-	267	186	171	126	208	154	150
g494	contig_21_pilon;contig_21_pilon;contig_21_pilon;contig_21_pilon;contig_21_pilon;contig_21_pilon;contig_21_pilon	4668;4677;5043;5043;5739;5739;6126	4846;4846;5535;5535;6016;6305;6243	+;+;+;+;+;+;+	1239	4635	4529	3559	4997	5516	4627
g495	contig_21_pilon;contig_21_pilon;contig_21_pilon	19255;19942;20675	19764;20616;20863	+;+;+	1374	0	0	0	0	0	0
